# i18n Faz 4b — nitelik etiketi/seçenek çevirileri (kategori ⇥ groupKey ⇥ EN ⇥ RU ⇥ EN seçenekler | ⇥ RU seçenekler |).
# ÜRETİLMİŞ (staging Gemini Pro toplu işi → export). Elle düzeltme serbest; seçenekler `options` ile aynı sırada.
80000000	calisma_bicimi	Working format	Формат работы	On-site|Remote|Hybrid	На объекте|Удаленно|Гибридный
80000000	calisma_modeli	Working model	Модель работы	Project-based|Contractual (periodic)|Hourly / daily|Turnkey|Consulting	Проектная|По контракту (периодическая)|Почасовая / ежедневная|Под ключ|Консалтинг
80000000	hizmet_tipi	Service type	Тип услуги	Management consulting|Accounting / financial consulting|Legal|Human resources|Marketing|Administrative support	Управленческий консалтинг|Бухгалтерский учет / финансовый консалтинг|Юридические услуги|Кадровые ресурсы|Маркетинг|Административная поддержка
80000000	sektor_uzmanligi	Industry expertise	Отраслевая экспертиза		
81000000	calisma_bicimi	Working mode	Режим работы	On-site|Remote|Hybrid	На месте|Удаленно|Гибрид
81000000	calisma_modeli	Working model	Модель работы	Project-based|Contractual (periodic)|Hourly / daily|Turnkey|Consulting	Проектная|По контракту (периодическая)|Почасовая / ежедневная|Под ключ|Консалтинг
81000000	hizmet_tipi	Service type	Тип услуги	Software development|System integration|Mechanical / process engineering|Civil engineering|Testing and analysis|R&D|Automation	Разработка программного обеспечения|Системная интеграция|Машиностроение / проектирование процессов|Гражданское строительство|Тестирование и анализ|НИОКР|Автоматизация
81000000	yetki_belgesi	Certificate	Сертификат	ISO 9001|ISO 27001|Authorized engineering office|R&D center certificate	ISO 9001|ISO 27001|Авторизованное инженерное бюро|Сертификат центра НИОКР
82000000	calisma_bicimi	Working mode	Режим работы	On-site|Remote|Hybrid	На месте|Удаленно|Гибрид
82000000	calisma_modeli	Working model	Модель работы	Project based|Contractual (periodic)|Hourly / daily|Turnkey|Consulting	Проектная|По контракту (периодическая)|Почасовая / ежедневная|Под ключ|Консалтинг
82000000	hizmet_tipi	Service type	Тип услуги	Graphic design|Brand / corporate identity|Advertising and campaign|Web / interface design|Photo - video|Content creation|Pre-press preparation	Графический дизайн|Бренд / фирменный стиль|Реклама и кампании|Веб-дизайн / дизайн интерфейсов|Фото и видео|Создание контента|Допечатная подготовка
82000000	teslim_formati	Delivery format	Формат сдачи		
83000000	calisma_modeli	Working model	Модель работы	Project based|Contractual (periodic)|Hourly / daily|Turnkey|Consulting	Проектная|По контракту (периодическая)|Почасовая / ежедневная|Под ключ|Консалтинг
83000000	hizmet_tipi	Service type	Тип услуги	Infrastructure operation|Water and sewage|Energy distribution|Municipal services|Telecom infrastructure	Эксплуатация инфраструктуры|Водоснабжение и канализация|Распределение энергии|Муниципальные услуги|Телекоммуникационная инфраструктура
83000000	yetki_belgesi	Authorization certificate	Разрешительный документ	EMRA license|Municipal license|ISO 9001	Лицензия EPDK|Муниципальная лицензия|ISO 9001
84000000	calisma_modeli	Working model	Модель работы	Project based|Contractual (periodic)|Hourly / daily|Turnkey|Consulting	Проектная|По контракту (периодическая)|Почасовая / ежедневная|Под ключ|Консалтинг
84000000	hizmet_tipi	Service type	Тип услуги	Accounting / auditing|Insurance brokerage|Credit consulting|Valuation / appraisal|Collection|Tax consulting	Бухгалтерский учет / аудит|Страховое посредничество|Кредитный консалтинг|Оценка / экспертиза|Взыскание|Налоговый консалтинг
84000000	yetki_belgesi	Authorization certificate	Разрешительный документ	CPA / Sworn CPA license|CMB license|Insurance agency certificate|BRSA permission	Лицензия SMMM / YMM|Лицензия SPK|Свидетельство страхового агентства|Разрешение BDDK
85000000	calisma_bicimi	Service location	Место оказания услуг	At the institution|On-site|Remote (telemedicine)	В учреждении|На месте|Удаленно (телемедицина)
85000000	hizmet_tipi	Service type	Тип услуги	Polyclinic / examination|Imaging|Laboratory|Home care|Occupational medicine|Rehabilitation	Поликлиника / осмотр|Визуализация|Лаборатория|Уход на дому|Профессиональная медицина|Реабилитация
85000000	yetki_belgesi	License / certificate	Лицензия / сертификат	Ministry of Health license|ISO 15189|JCI|OSGB authorization certificate	Лицензия Минздрава|ISO 15189|JCI|Сертификат авторизации OSGB
86000000	egitim_tipi	Training type	Тип обучения	Corporate training|Vocational / technical|Foreign language|Certificate program|Occupational health and safety|Software / technology	Корпоративное обучение|Профессиональное / техническое|Иностранный язык|Программа сертификации|Охрана труда и техника безопасности|Программное обеспечение / технологии
86000000	format	Format	Формат	Face to face|Online (live)|Online (recorded)|Hybrid	Очно|Онлайн (вживую)|Онлайн (в записи)|Гибрид
86000000	sertifika	Certificate given	Выдаваемый сертификат	MEB approved|University approved|International certificate|Certificate of attendance	Одобрено MEB|Одобрено университетом|Международный сертификат|Сертификат об участии
86000000	sure	Duration	Продолжительность		
90000000	calisma_modeli	Working model	Модель работы	Project based|Contractual (periodic)|Hourly / daily|Turnkey|Consulting	Проектная|По контракту (периодическая)|Почасовая / ежедневная|Под ключ|Консалтинг
90000000	hizmet_tipi	Service type	Тип услуги	Hotel / accommodation|Catering|Event and organization|Travel agency|Transfer	Отель / проживание|Кейтеринг|Мероприятия и организация|Туристическое агентство|Трансфер
90000000	kapasite	Capacity	Вместимость		
90000000	sertifika	Certificate	Сертификат	Tourism operation certificate|ISO 22000|HACCP|TÜRSAB membership	Сертификат туристической деятельности|ISO 22000|HACCP|Членство в TÜRSAB
91000000	calisma_bicimi	Service location	Место оказания услуг	On-site|At the workplace	На месте|На рабочем месте
91000000	calisma_modeli	Working model	Модель работы	Project based|Contractual (periodic)|Hourly / daily|Turnkey|Consulting	Проектная|По контракту (периодическая)|Почасовая / ежедневная|Под ключ|Консалтинг
91000000	hizmet_tipi	Service type	Тип услуги	Cleaning|Maintenance - repair|Transportation|Beauty and personal care|Child / elderly care|Garden	Уборка|Техническое обслуживание и ремонт|Транспортировка|Красота и уход за собой|Уход за детьми / пожилыми|Сад
92000000	calisma_modeli	Working model	Модель работы	Project based|Contractual (periodic)|Hourly / daily|Turnkey|Consulting	Проектная|По контракту (периодическая)|Почасовая / ежедневная|Под ключ|Консалтинг
92000000	hizmet_tipi	Service type	Тип услуги	Private security|Alarm monitoring|Camera system installation|Fire safety|Risk consulting	Частная охрана|Мониторинг сигнализации|Установка систем видеонаблюдения|Пожарная безопасность|Консалтинг по рискам
92000000	yetki_belgesi	Authorization certificate	Разрешительный документ	5188 private security permission|Alarm center license|ISO 45001	Разрешение на частную охранную деятельность 5188|Лицензия центра сигнализации|ISO 45001
93000000	calisma_modeli	Working model	Модель работы	Project based|Contractual (periodic)|Hourly / daily|Turnkey|Consulting	Проектная|По контракту (периодическая)|Почасовая / ежедневная|Под ключ|Консалтинг
93000000	hizmet_tipi	Service type	Тип услуги	Public relations|Civil society projects|Grant / fund consulting|Survey and research	Связи с общественностью|Проекты гражданского общества|Грантовый / фондовый консалтинг|Опросы и исследования
94000000	hizmet_tipi	Offered service	Предлагаемая услуга	Membership|Event|Training|Certification|Representation and advocacy	Членство|Мероприятие|Обучение|Сертификация|Представительство и адвокация
94000000	kurulus_tipi	Organization type	Тип организации	Association|Foundation|Chamber / union|Cooperative|Club|Trade union	Ассоциация|Фонд|Палата / союз|Кооператив|Клуб|Профсоюз
95000000	alan	Area	Площадь		
95000000	imar_durumu	Zoning status	Статус зонирования	Industrial|Commercial|Residential|Agricultural|Tourism|Unzoned	Промышленный|Коммерческий|Жилой|Сельскохозяйственный|Туристический|Без зонирования
95000000	islem	Transaction type	Тип сделки	For sale|For rent|Transfer	На продажу|В аренду|Переуступка
95000000	varlik_tipi	Asset type	Тип актива	Land / plot|Factory / warehouse|Office|Commercial space|Residential|Infrastructure structure	Земля / участок|Завод / склад|Офис|Коммерческая площадь|Жилая недвижимость|Инфраструктурное сооружение
